first0  0
305.187192 , -12.000000 , 82.000000  , 29.000000  , -17.000000 , -78.000000 , -36.000000 , -43.000000 , 72.000000  , -41.000000 , 0.000000
-81.000000 , 154.187192 , 0.000000   , 85.000000  , -39.000000 , -11.000000 , 83.000000  , 44.000000  , 18.000000  , 98.000000  , 0.000000
-6.000000  , 22.000000  , 112.187192 , -2.000000  , -91.000000 , -15.000000 , 75.000000  , -83.000000 , -34.000000 , 47.000000  , 0.000000
54.000000  , 35.000000  , 34.000000  , 116.187192 , -83.000000 , -83.000000 , -22.000000 , 96.000000  , -44.000000 , 31.000000  , 0.000000
99.000000  , 50.000000  , -9.000000  , -25.000000 , 271.187192 , 61.000000  , -25.000000 , -48.000000 , 91.000000  , -11.000000 , 0.000000
-54.000000 , -64.000000 , 55.000000  , -74.000000 , -8.000000  , 176.187192 , -52.000000 , 88.000000  , -19.000000 , -2.000000  , 0.000000
-52.000000 , 97.000000  , 93.000000  , 2.000000   , 39.000000  , 27.000000  , 218.187192 , -93.000000 , -14.000000 , 66.000000  , 0.000000
-69.000000 , 43.000000  , -6.000000  , 25.000000  , -19.000000 , 24.000000  , -36.000000 , 182.187192 , -59.000000 , 92.000000  , 0.000000
-18.000000 , 37.000000  , -67.000000 , 2.000000   , -9.000000  , 32.000000  , 18.000000  , -49.000000 , 121.187192 , 66.000000  , 0.000000
-54.000000 , 100.000000 , 21.000000  , 15.000000  , -28.000000 , 29.000000  , 42.000000  , 28.000000  , 54.000000  , 232.187192 , 0.000000

///////////////////////////////////////
0   0
305.187192 , -12.000000 , 82.000000  , 29.000000  , -17.000000 , -78.000000 , -36.000000 , -43.000000 , 72.000000  , -41.000000 , 0.000000
0.000000   , 151.002262 , 21.763692  , 92.696915  , -43.511985 , -31.702048 , 73.445208  , 32.587332  , 37.109583  , 87.118154  , 0.000000
0.000000   , 21.764079  , 113.799317 , -1.429858  , -91.334221 , -16.533485 , 74.292238  , -83.845383 , -32.584475 , 46.193937  , 0.000000
0.000000   , 37.123287  , 19.490872  , 111.055915 , -79.992010 , -69.198634 , -15.630139 , 103.608445 , -56.739722 , 38.254564  , 0.000000
0.000000   , 53.892693  , -35.600068 , -34.407341 , 276.701840 , 86.302504  , -13.321921 , -34.051184 , 67.643843  , 2.300034   , 0.000000
0.000000   , -66.123287 , 69.509128  , -68.868723 , -11.007990 , 162.385827 , -58.369861 , 80.391555  , -6.260278  , -9.254564  , 0.000000
0.000000   , 94.955353  , 106.971753 , 6.941230   , 36.103417  , 13.709796  , 212.053252 , -100.326651 , -1.732120  , 59.014124  , 0.000000
0.000000   , 40.286911  , 12.539441  , 31.556632  , -22.843543 , 6.364922   , -44.139267 , 172.465290 , -42.721466 , 82.730279  , 0.000000
0.000000   , 36.292238  , -62.163624 , 3.710426   , -10.002663 , 27.399545  , 15.876713  , -51.536148 , 125.433766 , 63.581812  , 0.000000
0.000000   , 97.876713  , 35.509128  , 20.131277  , -31.007990 , 15.198634  , 35.630139  , 20.391555  , 66.739722  , 224.932628 , 0.000000

///////////////////////////////////////
1   1
305.187192 , -12.000000 , 82.000000  , 29.000000  , -17.000000 , -78.000000 , -36.000000 , -43.000000 , 72.000000  , -41.000000 , 0.000000
0.000000   , 151.002262 , 21.763692  , 92.696915  , -43.511985 , -31.702048 , 73.445208  , 32.587332  , 37.109583  , 87.118154  , 0.000000
0.000000   , 0.000000   , 110.662499 , -14.790340 , -85.062803 , -11.964243 , 63.706520  , -88.542222 , -37.933110 , 33.637527  , 0.000000
0.000000   , 0.000000   , 14.140358  , 88.266759  , -69.294767 , -61.404816 , -33.686342 , 95.596983  , -65.862961 , 16.836923  , 0.000000
0.000000   , 0.000000   , -43.367527 , -67.490861 , 292.231264 , 97.616962  , -39.534509 , -45.681600 , 54.399436  , -28.792427 , 0.000000
0.000000   , 0.000000   , 79.039362  , -28.277114 , -30.061714 , 148.503626 , -26.208498 , 94.661418  , 9.989860   , 28.894128  , 0.000000
0.000000   , 0.000000   , 93.286004  , -51.349741 , 63.465232  , 33.645121  , 165.868409 , -120.818673 , -25.067886 , 4.231268   , 0.000000
0.000000   , 0.000000   , 6.732959   , 6.825397   , -11.234687 , 14.822925  , -63.734209 , 163.771096 , -52.622182 , 59.487440  , 0.000000
0.000000   , 0.000000   , -67.394361 , -18.568568 , 0.455109   , 35.018889  , -1.775281  , -59.368264 , 116.514762 , 42.643631  , 0.000000
0.000000   , 0.000000   , 21.402328  , -39.953051 , -2.804372  , 35.747282  , -11.975609 , -0.730917  , 42.686016  , 168.464344 , 0.000000

///////////////////////////////////////
2   2
305.187192 , -12.000000 , 82.000000  , 29.000000  , -17.000000 , -78.000000 , -36.000000 , -43.000000 , 72.000000  , -41.000000 , 0.000000
0.000000   , 151.002262 , 21.763692  , 92.696915  , -43.511985 , -31.702048 , 73.445208  , 32.587332  , 37.109583  , 87.118154  , 0.000000
0.000000   , 0.000000   , 110.662499 , -14.790340 , -85.062803 , -11.964243 , 63.706520  , -88.542222 , -37.933110 , 33.637527  , 0.000000
0.000000   , 0.000000   , -0.000000  , 90.156655  , -58.425516 , -59.876035 , -41.826706 , 106.910831 , -61.015901 , 12.538749  , 0.000000
0.000000   , 0.000000   , 0.000000   , -73.287048 , 258.896001 , 92.928294  , -14.568561 , -80.380412 , 39.533830  , -15.610216 , 0.000000
0.000000   , 0.000000   , 0.000000   , -17.713291 , 30.693372  , 157.048943 , -71.710115 , 157.901637 , 37.083129  , 4.868928   , 0.000000
0.000000   , 0.000000   , 0.000000   , -38.881816 , 135.171267 , 43.730710  , 112.165242 , -46.179566 , 6.908874   , -24.124412 , 0.000000
0.000000   , 0.000000   , 0.000000   , 7.725275   , -6.059272  , 15.550857  , -67.610259 , 169.158207 , -50.314245 , 57.440856  , 0.000000
0.000000   , 0.000000   , 0.000000   , -27.576006 , -51.348829 , 27.732568  , 37.022507  , -113.291197 , 93.413190  , 63.129158  , 0.000000
0.000000   , 0.000000   , 0.000000   , -37.092572 , 13.646929  , 38.061189  , -24.296566 , 16.393310  , 50.022348  , 161.958786 , 0.000000

///////////////////////////////////////
3   3
305.187192 , -12.000000 , 82.000000  , 29.000000  , -17.000000 , -78.000000 , -36.000000 , -43.000000 , 72.000000  , -41.000000 , 0.000000
0.000000   , 151.002262 , 21.763692  , 92.696915  , -43.511985 , -31.702048 , 73.445208  , 32.587332  , 37.109583  , 87.118154  , 0.000000
0.000000   , 0.000000   , 110.662499 , -14.790340 , -85.062803 , -11.964243 , 63.706520  , -88.542222 , -37.933110 , 33.637527  , 0.000000
